Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date,error_message,run_id,time_stamp
TXN_2766651,Cake,ERROR,3.0,9.0,,,2023-05-11,Validation error: invalid literal for int() with base 10: 'ERROR',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:37.331092
TXN_7696120,Cookie,1,,1.0,UNKNOWN,In-store,,Validation error: could not convert string to float: '',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:37.363193
TXN_5669113,Sandwich,2,4.0,UNKNOWN,,Takeaway,2023-03-19,Validation error: could not convert string to float: 'UNKNOWN',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:37.383047
TXN_3755379,Cookie,2,ERROR,2.0,Digital Wallet,In-store,2023-11-19,Validation error: could not convert string to float: 'ERROR',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:37.399328
TXN_1789644,Coffee,4,2.0,8.0,Credit Card,In-store,ERROR,Validation error: time data 'ERROR' does not match format '%Y-%m-%d',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:37.418315
TXN_8734476,Tea,1,1.5,1.5,Cash,Takeaway,2023-09-12,Total mismatch,9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:37.435078
TXN_1096690,Smoothie,5,4.0,ERROR,Credit Card,,2023-10-09,Validation error: could not convert string to float: 'ERROR',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:37.450754
TXN_1371554,Sandwich,2,4.0,,,,2023-05-19,Validation error: could not convert string to float: '',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:37.465851
TXN_5080213,UNKNOWN,1,2.0,,Digital Wallet,,2023-07-18,Validation error: could not convert string to float: '',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:37.481682
TXN_5102956,Cake,5,3.0,15.0,,,,Validation error: time data '' does not match format '%Y-%m-%d',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:37.512504
TXN_5858988,Juice,1,ERROR,3.0,Credit Card,Takeaway,2023-06-24,Validation error: could not convert string to float: 'ERROR',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:37.527306
TXN_8645889,Salad,4,,20.0,Cash,,,Validation error: could not convert string to float: '',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:37.545005
TXN_4067814,Tea,5,1.5,7.5,Cash,,2023-12-20,Total mismatch,9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:37.562349
TXN_2018654,Salad,1,ERROR,5.0,,,2023-10-23,Validation error: could not convert string to float: 'ERROR',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:37.580601
TXN_4896948,Cake,,3.0,12.0,UNKNOWN,,2023-10-11,Validation error: invalid literal for int() with base 10: '',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:37.603428
TXN_9256387,Tea,5,1.5,7.5,,,2023-05-31,Total mismatch,9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:37.636733
TXN_7740907,Smoothie,5,4.0,UNKNOWN,,In-store,2023-02-11,Validation error: could not convert string to float: 'UNKNOWN',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:37.653181
TXN_2482363,Tea,3,1.5,4.5,Cash,UNKNOWN,2023-08-06,Total mismatch,9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:37.673903
TXN_2749266,Sandwich,ERROR,4.0,12.0,,Takeaway,2023-02-06,Validation error: invalid literal for int() with base 10: 'ERROR',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:37.692885
TXN_1180969,Cookie,1,1.0,ERROR,Digital Wallet,In-store,2023-01-06,Validation error: could not convert string to float: 'ERROR',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:37.710850
TXN_7453213,Coffee,UNKNOWN,2.0,6.0,,In-store,2023-10-27,Validation error: invalid literal for int() with base 10: 'UNKNOWN',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:37.727871
TXN_9469533,Cookie,4,ERROR,4.0,Cash,,2023-05-22,Validation error: could not convert string to float: 'ERROR',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:37.743928
TXN_2426782,Coffee,2,UNKNOWN,4.0,Credit Card,In-store,2023-11-04,Validation error: could not convert string to float: 'UNKNOWN',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:37.760847
TXN_2806515,Smoothie,4,4.0,UNKNOWN,,In-store,2023-12-31,Validation error: could not convert string to float: 'UNKNOWN',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:37.777632
TXN_7198128,Cake,2,3.0,ERROR,,In-store,2023-09-07,Validation error: could not convert string to float: 'ERROR',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:37.793940
TXN_4250492,Salad,5,UNKNOWN,25.0,,Takeaway,2023-09-29,Validation error: could not convert string to float: 'UNKNOWN',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:37.811825
TXN_4651514,Tea,2,1.5,ERROR,Digital Wallet,In-store,2023-03-28,Validation error: could not convert string to float: 'ERROR',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:37.829235
TXN_5031214,ERROR,5,UNKNOWN,5.0,,Takeaway,2023-07-29,Validation error: could not convert string to float: 'UNKNOWN',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:37.845961
TXN_8551432,UNKNOWN,,1.5,6.0,,Takeaway,2023-01-12,Validation error: invalid literal for int() with base 10: '',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:37.863444
TXN_7391267,Cake,3,UNKNOWN,9.0,Digital Wallet,In-store,2023-12-07,Validation error: could not convert string to float: 'UNKNOWN',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:37.883413
TXN_6060764,Smoothie,3,,12.0,,In-store,ERROR,Validation error: could not convert string to float: '',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:37.900021
TXN_8396271,ERROR,2,,2.0,,,2023-09-12,Validation error: could not convert string to float: '',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:37.918206
TXN_5237569,Tea,3,,4.5,,,,Validation error: could not convert string to float: '',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:37.937239
TXN_8219519,Tea,5,1.5,7.5,,,2023-11-29,Total mismatch,9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:37.959936
TXN_9996968,Sandwich,1,ERROR,4.0,Cash,In-store,2023-10-14,Validation error: could not convert string to float: 'ERROR',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:37.996064
TXN_9121852,Cookie,1,1.0,1.0,Credit Card,,ERROR,Validation error: time data 'ERROR' does not match format '%Y-%m-%d',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.020914
TXN_2195630,Sandwich,5,ERROR,20.0,Credit Card,Takeaway,2023-03-09,Validation error: could not convert string to float: 'ERROR',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.042783
TXN_3628056,Cake,4,ERROR,12.0,Cash,In-store,2023-07-09,Validation error: could not convert string to float: 'ERROR',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.060388
TXN_5735731,Smoothie,2,UNKNOWN,8.0,Credit Card,,2023-01-22,Validation error: could not convert string to float: 'UNKNOWN',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.084699
TXN_2424930,Tea,5,1.5,7.5,Digital Wallet,,2023-01-20,Total mismatch,9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.116524
TXN_7406393,ERROR,5,1.5,7.5,Credit Card,Takeaway,2023-06-18,Total mismatch,9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.159329
TXN_6011884,Tea,5,1.5,7.5,UNKNOWN,,2023-12-25,Total mismatch,9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.187417
TXN_2952715,Smoothie,3,4.0,12.0,Cash,In-store,ERROR,Validation error: time data 'ERROR' does not match format '%Y-%m-%d',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.235139
TXN_3912727,Tea,5,1.5,7.5,Digital Wallet,Takeaway,2023-04-13,Total mismatch,9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.262579
TXN_8842223,Sandwich,5,,20.0,Digital Wallet,In-store,2023-01-01,Validation error: could not convert string to float: '',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.298657
TXN_7604352,Coffee,,2.0,6.0,,Takeaway,2023-12-19,Validation error: invalid literal for int() with base 10: '',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.337470
TXN_3712466,Cake,5,3.0,UNKNOWN,Digital Wallet,ERROR,2023-04-10,Validation error: could not convert string to float: 'UNKNOWN',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.375081
TXN_7590801,Tea,UNKNOWN,UNKNOWN,6.0,Cash,Takeaway,ERROR,Validation error: invalid literal for int() with base 10: 'UNKNOWN',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.400247
TXN_6290642,Coffee,4,2.0,,UNKNOWN,Takeaway,2023-12-23,Validation error: could not convert string to float: '',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.417280
TXN_4889269,Cake,2,3.0,UNKNOWN,Cash,UNKNOWN,2023-02-19,Validation error: could not convert string to float: 'UNKNOWN',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.435483
TXN_9503369,Cookie,UNKNOWN,1.0,1.0,,Takeaway,,Validation error: invalid literal for int() with base 10: 'UNKNOWN',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.467085
TXN_6105240,Juice,5,3.0,UNKNOWN,,In-store,2023-11-27,Validation error: could not convert string to float: 'UNKNOWN',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.483048
TXN_3195257,,,5.0,5.0,Cash,,2023-10-09,Validation error: invalid literal for int() with base 10: '',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.498916
TXN_9728454,Juice,4,3.0,ERROR,Digital Wallet,Takeaway,2023-01-03,Validation error: could not convert string to float: 'ERROR',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.515046
TXN_8685846,Tea,5,1.5,7.5,Credit Card,,2023-12-27,Total mismatch,9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.529750
TXN_5750278,Salad,ERROR,5.0,15.0,Cash,Takeaway,2023-06-08,Validation error: invalid literal for int() with base 10: 'ERROR',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.545549
TXN_5537740,Cake,,3.0,9.0,Credit Card,Takeaway,2023-04-30,Validation error: invalid literal for int() with base 10: '',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.560648
TXN_9433769,Cake,4,ERROR,12.0,Digital Wallet,,2023-08-13,Validation error: could not convert string to float: 'ERROR',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.575280
TXN_2915856,Tea,1,1.5,1.5,,In-store,2023-06-19,Total mismatch,9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.589707
TXN_7752454,Cake,3,3.0,9.0,,,ERROR,Validation error: time data 'ERROR' does not match format '%Y-%m-%d',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.604874
TXN_4773465,Coffee,5,2.0,ERROR,Digital Wallet,Takeaway,2023-11-28,Validation error: could not convert string to float: 'ERROR',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.620329
TXN_9087344,Tea,5,1.5,UNKNOWN,Cash,UNKNOWN,2023-07-29,Validation error: could not convert string to float: 'UNKNOWN',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.636917
TXN_8148137,Tea,1,1.5,1.5,,In-store,UNKNOWN,Total mismatch,9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.651255
TXN_5191642,Salad,ERROR,5.0,25.0,Cash,ERROR,2023-04-15,Validation error: invalid literal for int() with base 10: 'ERROR',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.671360
TXN_3593060,Smoothie,UNKNOWN,,16.0,Cash,,2023-03-05,Validation error: invalid literal for int() with base 10: 'UNKNOWN',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.691962
TXN_1494502,Salad,5,5.0,25.0,Digital Wallet,ERROR,ERROR,Validation error: time data 'ERROR' does not match format '%Y-%m-%d',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.711065
TXN_3678091,Juice,ERROR,3.0,9.0,Cash,,2023-09-07,Validation error: invalid literal for int() with base 10: 'ERROR',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.728452
TXN_4657842,ERROR,ERROR,1.0,5.0,Cash,Takeaway,2023-09-29,Validation error: invalid literal for int() with base 10: 'ERROR',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.746329
TXN_6817795,Tea,1,1.5,1.5,Cash,Takeaway,2023-09-12,Total mismatch,9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.764592
TXN_9762385,Tea,3,1.5,4.5,,,2023-05-19,Total mismatch,9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.783291
TXN_4549825,Salad,2,5.0,10.0,Digital Wallet,,,Validation error: time data '' does not match format '%Y-%m-%d',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.802467
TXN_3109692,Juice,4,3.0,,Credit Card,In-store,2023-06-21,Validation error: could not convert string to float: '',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.823585
TXN_3952218,Salad,5,5.0,UNKNOWN,,,2023-04-07,Validation error: could not convert string to float: 'UNKNOWN',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.847153
TXN_7950226,Tea,1,1.5,1.5,Digital Wallet,In-store,2023-10-13,Total mismatch,9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.903540
TXN_7644786,Cookie,3,1.0,,Credit Card,Takeaway,2023-01-20,Validation error: could not convert string to float: '',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.940805
TXN_3488611,Tea,1,1.5,,Cash,,2023-02-13,Validation error: could not convert string to float: '',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.964461
TXN_3165950,UNKNOWN,1,2.0,2.0,Digital Wallet,,ERROR,Validation error: time data 'ERROR' does not match format '%Y-%m-%d',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.981211
TXN_9662568,Tea,5,1.5,7.5,Cash,ERROR,2023-10-30,Total mismatch,9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:38.998428
TXN_9817681,UNKNOWN,4,1.5,6.0,,Takeaway,,Validation error: time data '' does not match format '%Y-%m-%d',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.019207
TXN_6727985,Salad,5,5.0,,Credit Card,In-store,2023-06-16,Validation error: could not convert string to float: '',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.037115
TXN_1243964,,3,1.5,4.5,,Takeaway,2023-12-01,Total mismatch,9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.053719
TXN_4493176,Tea,3,1.5,4.5,,,2023-10-14,Total mismatch,9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.076019
TXN_7056051,Cake,2,3.0,6.0,,,UNKNOWN,Validation error: time data 'UNKNOWN' does not match format '%Y-%m-%d',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.096306
TXN_3604156,Coffee,,2.0,10.0,Credit Card,Takeaway,2023-11-08,Validation error: invalid literal for int() with base 10: '',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.113914
TXN_4430176,Sandwich,4,UNKNOWN,16.0,Credit Card,Takeaway,2023-08-27,Validation error: could not convert string to float: 'UNKNOWN',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.134211
TXN_5245399,,5,UNKNOWN,10.0,,,2023-12-25,Validation error: could not convert string to float: 'UNKNOWN',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.154448
TXN_4178872,Tea,1,1.5,1.5,Credit Card,,2023-01-25,Total mismatch,9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.175318
TXN_1062822,Juice,UNKNOWN,3.0,6.0,Credit Card,,2023-06-28,Validation error: invalid literal for int() with base 10: 'UNKNOWN',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.196855
TXN_5580933,Smoothie,3,4.0,,Cash,Takeaway,2023-10-19,Validation error: could not convert string to float: '',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.216063
TXN_2091128,Cake,1,3.0,3.0,Credit Card,UNKNOWN,UNKNOWN,Validation error: time data 'UNKNOWN' does not match format '%Y-%m-%d',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.233971
TXN_4639621,Coffee,2,ERROR,4.0,,In-store,2023-10-12,Validation error: could not convert string to float: 'ERROR',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.252344
TXN_6298532,Smoothie,4,4.0,16.0,Digital Wallet,,,Validation error: time data '' does not match format '%Y-%m-%d',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.270994
TXN_9522899,Smoothie,5,4.0,UNKNOWN,Credit Card,Takeaway,ERROR,Validation error: could not convert string to float: 'UNKNOWN',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.295755
TXN_2488987,Tea,5,1.5,7.5,Cash,In-store,2023-06-12,Total mismatch,9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.318003
TXN_6708156,Tea,5,1.5,7.5,Credit Card,,2023-11-26,Total mismatch,9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.348526
TXN_1987212,Smoothie,5,4.0,ERROR,Credit Card,Takeaway,2023-04-07,Validation error: could not convert string to float: 'ERROR',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.369584
TXN_8207244,Tea,5,1.5,7.5,Cash,Takeaway,2023-05-04,Total mismatch,9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.387064
TXN_3257591,Sandwich,1,4.0,4.0,Credit Card,In-store,UNKNOWN,Validation error: time data 'UNKNOWN' does not match format '%Y-%m-%d',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.408511
TXN_1335337,Tea,3,1.5,4.5,Credit Card,In-store,2023-09-06,Total mismatch,9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.425878
TXN_6066433,Tea,2,1.5,,Cash,,2023-06-17,Validation error: could not convert string to float: '',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.443166
TXN_9491912,Tea,4,1.5,6.0,Cash,In-store,ERROR,Validation error: time data 'ERROR' does not match format '%Y-%m-%d',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.459631
TXN_6992164,Sandwich,2,4.0,8.0,Cash,Takeaway,ERROR,Validation error: time data 'ERROR' does not match format '%Y-%m-%d',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.479253
TXN_5130399,Cookie,3,1.0,,,,2023-10-21,Validation error: could not convert string to float: '',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.496530
TXN_9367492,Tea,2,,,Cash,In-store,2023-06-19,Validation error: could not convert string to float: '',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.516472
TXN_8018479,Tea,1,1.5,1.5,Digital Wallet,Takeaway,2023-09-15,Total mismatch,9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.534402
TXN_3046108,Tea,5,1.5,7.5,Digital Wallet,Takeaway,2023-01-15,Total mismatch,9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.552804
TXN_4454198,Tea,1,1.5,1.5,Digital Wallet,In-store,2023-08-22,Total mismatch,9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.570608
TXN_5182399,UNKNOWN,3,2.0,ERROR,Digital Wallet,Takeaway,2023-09-08,Validation error: could not convert string to float: 'ERROR',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.587272
TXN_1962275,Coffee,5,ERROR,10.0,Credit Card,Takeaway,2023-05-26,Validation error: could not convert string to float: 'ERROR',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.604387
TXN_6668414,Cake,1,3.0,UNKNOWN,ERROR,In-store,2023-12-29,Validation error: could not convert string to float: 'UNKNOWN',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.626281
TXN_8715122,Cake,2,3.0,6.0,Cash,Takeaway,ERROR,Validation error: time data 'ERROR' does not match format '%Y-%m-%d',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.648322
TXN_3099191,Salad,ERROR,5.0,10.0,ERROR,,2023-05-19,Validation error: invalid literal for int() with base 10: 'ERROR',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.667452
TXN_9169536,Cake,5,3.0,UNKNOWN,Cash,In-store,2023-06-10,Validation error: could not convert string to float: 'UNKNOWN',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.683934
TXN_7864080,Tea,5,1.5,7.5,Credit Card,Takeaway,2023-11-12,Total mismatch,9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.700742
TXN_9834329,Smoothie,ERROR,4.0,4.0,Cash,,2023-09-17,Validation error: invalid literal for int() with base 10: 'ERROR',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.717914
TXN_2710779,Sandwich,5,4.0,UNKNOWN,Digital Wallet,In-store,2023-09-30,Validation error: could not convert string to float: 'UNKNOWN',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.736091
TXN_2333576,Tea,2,ERROR,3.0,Digital Wallet,Takeaway,2023-11-22,Validation error: could not convert string to float: 'ERROR',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.751114
TXN_6306655,,4,1.0,ERROR,Digital Wallet,Takeaway,2023-01-22,Validation error: could not convert string to float: 'ERROR',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.767548
TXN_7169320,Coffee,3,2.0,6.0,Credit Card,,ERROR,Validation error: time data 'ERROR' does not match format '%Y-%m-%d',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.782456
TXN_8245906,Cake,1,ERROR,3.0,Digital Wallet,,2023-02-08,Validation error: could not convert string to float: 'ERROR',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.796684
TXN_3611851,,4,ERROR,ERROR,Credit Card,,2023-02-09,Validation error: could not convert string to float: 'ERROR',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.812133
TXN_5180326,Juice,,3.0,12.0,,,2023-04-26,Validation error: invalid literal for int() with base 10: '',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.826966
TXN_9279347,Sandwich,,4.0,20.0,Credit Card,,2023-02-27,Validation error: invalid literal for int() with base 10: '',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.841826
TXN_3981000,Tea,1,1.5,1.5,Digital Wallet,In-store,2023-05-24,Total mismatch,9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.857680
TXN_7068653,Cookie,2,UNKNOWN,2.0,Cash,In-store,2023-06-05,Validation error: could not convert string to float: 'UNKNOWN',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.873640
TXN_1546695,Coffee,5,2.0,,,Takeaway,2023-03-06,Validation error: could not convert string to float: '',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.889700
TXN_4030010,Sandwich,5,4.0,20.0,,Takeaway,,Validation error: time data '' does not match format '%Y-%m-%d',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.909556
TXN_1923349,ERROR,4,ERROR,6.0,,,2023-07-06,Validation error: could not convert string to float: 'ERROR',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.929171
TXN_7380217,Tea,1,1.5,1.5,Digital Wallet,,2023-09-10,Total mismatch,9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.947022
TXN_3195132,Salad,4,5.0,,Credit Card,,2023-08-26,Validation error: could not convert string to float: '',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.963995
TXN_9001088,Coffee,2,,4.0,Credit Card,,2023-08-19,Validation error: could not convert string to float: '',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:39.983816
TXN_2879092,ERROR,3,1.5,4.5,Cash,,2023-05-22,Total mismatch,9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:40.001307
TXN_8791641,Tea,5,1.5,7.5,,In-store,2023-01-25,Total mismatch,9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:40.019110
TXN_5785600,Salad,5,5.0,ERROR,Cash,In-store,2023-12-10,Validation error: could not convert string to float: 'ERROR',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:40.037065
TXN_5949811,Tea,UNKNOWN,1.5,3.0,Digital Wallet,In-store,2023-02-21,Validation error: invalid literal for int() with base 10: 'UNKNOWN',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:40.054707
TXN_4638629,Smoothie,4,4.0,,Credit Card,,2023-02-10,Validation error: could not convert string to float: '',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:40.076183
TXN_6792445,Cake,,3.0,9.0,Cash,ERROR,2023-12-03,Validation error: invalid literal for int() with base 10: '',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:40.093965
TXN_8616163,Smoothie,ERROR,4.0,8.0,,Takeaway,UNKNOWN,Validation error: invalid literal for int() with base 10: 'ERROR',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:40.113320
TXN_2624121,Tea,5,1.5,7.5,Digital Wallet,In-store,2023-01-28,Total mismatch,9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:40.591566
TXN_8994477,Coffee,3,,6.0,,In-store,2023-04-19,Validation error: could not convert string to float: '',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:40.615523
TXN_3064922,UNKNOWN,ERROR,5.0,10.0,Cash,,2023-11-12,Validation error: invalid literal for int() with base 10: 'ERROR',9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:40.633170
TXN_3265596,Tea,1,1.5,1.5,Cash,,2023-12-28,Total mismatch,9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:40.649797
TXN_7957208,Tea,1,1.5,1.5,Digital Wallet,Takeaway,2023-04-14,Total mismatch,9f629578-cbe4-4153-952a-c1562988d7bc,2026-03-08T06:09:40.665219
